Transaction ID,Transaction Amount,Transaction Location,Transaction Time,Cardholder ID,Is Fraud?
TXN00400,1631.91,Los Angeles,2023-11-05 03:51:00,CH099,0
TXN00401,2461.01,Chicago,2023-09-20 21:11:00,CH000,0
TXN00402,2510.55,Los Angeles,2023-06-26 22:48:00,CH001,0
TXN00403,1580.81,Houston,2023-10-28 04:23:00,CH002,0
TXN00404,3129.91,Houston,2023-11-14 02:42:00,CH003,0
TXN00405,2032.32,Phoenix,2023-06-08 09:41:00,CH004,0
TXN00406,2871.38,Los Angeles,2023-11-04 07:08:00,CH005,0
TXN00407,3492.14,Los Angeles,2023-07-12 11:17:00,CH006,0
TXN00408,772.52,Chicago,2023-07-07 21:39:00,CH007,0
TXN00409,3034.12,New York,2023-02-03 10:34:00,CH008,0
TXN00410,769.93,Los Angeles,2023-02-09 11:28:00,CH009,0
TXN00411,3474.0,Los Angeles,2023-09-27 13:08:00,CH010,0
TXN00412,3782.46,Houston,2023-12-20 23:43:00,CH011,0
TXN00413,3468.57,New York,2023-05-04 22:07:00,CH012,0
TXN00414,1915.04,Phoenix,2023-02-12 12:19:00,CH013,0
TXN00415,704.28,Houston,2023-10-10 00:30:00,CH014,0
TXN00416,177.12,Los Angeles,2023-02-07 00:35:00,CH015,0
TXN00417,4038.95,Phoenix,2023-08-05 19:14:00,CH016,1
TXN00418,4966.53,Houston,2023-05-27 06:52:00,CH017,0
TXN00419,3945.11,Chicago,2023-09-28 14:08:00,CH018,0
TXN00420,918.99,Chicago,2023-02-21 19:07:00,CH019,0
TXN00421,3721.11,Los Angeles,2023-05-22 20:48:00,CH020,0
TXN00422,1555.36,Chicago,2023-01-14 17:37:00,CH021,0
TXN00423,3329.54,Phoenix,2023-11-20 00:42:00,CH022,0
TXN00424,3116.3,Houston,2023-08-15 02:18:00,CH023,0
TXN00425,1899.55,New York,2023-07-13 00:19:00,CH024,0
TXN00426,1317.11,Chicago,2023-05-28 21:47:00,CH025,0
TXN00427,655.92,Houston,2023-02-07 20:03:00,CH026,0
TXN00428,2432.16,New York,2023-11-13 21:42:00,CH027,0
TXN00429,2116.78,Houston,2023-06-06 13:24:00,CH028,0
TXN00430,3984.75,Phoenix,2023-03-07 13:57:00,CH029,0
TXN00431,4162.99,Chicago,2023-04-27 19:01:00,CH030,1
TXN00432,1472.51,Los Angeles,2023-11-25 02:25:00,CH031,0
TXN00433,1009.71,Chicago,2023-06-19 02:07:00,CH032,0
TXN00434,4732.0,Houston,2023-01-19 23:17:00,CH033,1
TXN00435,4552.17,Los Angeles,2023-09-12 01:57:00,CH034,0
TXN00436,1063.64,New York,2023-11-22 13:04:00,CH035,0
TXN00437,4920.3,Phoenix,2023-07-18 13:21:00,CH036,1
TXN00438,73.32,New York,2023-12-21 13:35:00,CH037,0
TXN00439,1322.78,Houston,2023-01-10 16:52:00,CH038,0
TXN00440,714.54,Chicago,2023-01-04 23:59:00,CH039,0
TXN00441,4306.25,Chicago,2023-01-05 16:24:00,CH040,1
TXN00442,575.43,Chicago,2023-03-19 22:05:00,CH041,0
TXN00443,1155.91,Phoenix,2023-12-05 18:42:00,CH042,0
TXN00444,2223.82,Chicago,2023-03-27 01:43:00,CH043,0
TXN00445,2950.28,New York,2023-07-10 16:10:00,CH044,0
TXN00446,3353.71,Houston,2023-02-18 06:07:00,CH045,0
TXN00447,311.19,Chicago,2023-09-08 12:26:00,CH046,0
TXN00448,618.67,Los Angeles,2023-07-26 10:59:00,CH047,0
TXN00449,2462.66,Chicago,2023-09-28 21:22:00,CH048,0
TXN00450,3397.59,Los Angeles,2023-08-04 11:04:00,CH049,0
TXN00451,4166.47,Chicago,2023-05-01 21:38:00,CH050,0
TXN00452,3311.73,New York,2023-08-18 18:21:00,CH051,0
TXN00453,388.04,New York,2023-12-03 10:15:00,CH052,0
TXN00454,3733.17,New York,2023-01-20 20:39:00,CH053,0
TXN00455,4807.52,Chicago,2023-12-27 04:54:00,CH054,1
TXN00456,3232.3,Phoenix,2023-01-22 07:44:00,CH055,0
TXN00457,4759.88,Houston,2023-11-08 22:25:00,CH056,0
TXN00458,1797.99,Houston,2023-05-05 08:00:00,CH057,0
TXN00459,1532.8,Houston,2023-10-24 11:14:00,CH058,0
TXN00460,3232.61,Houston,2023-11-09 20:52:00,CH059,0
TXN00461,3414.2,Chicago,2023-07-11 19:59:00,CH060,0
TXN00462,177.12,New York,2023-08-02 19:05:00,CH061,0
TXN00463,1806.15,Phoenix,2023-12-27 01:53:00,CH062,0
TXN00464,4937.87,Los Angeles,2023-08-16 02:05:00,CH063,1
TXN00465,3654.92,New York,2023-03-25 13:49:00,CH064,0
TXN00466,4069.4,Los Angeles,2023-04-19 22:20:00,CH065,0
TXN00467,377.81,Phoenix,2023-04-04 16:29:00,CH066,0
TXN00468,2682.84,Houston,2023-01-21 22:35:00,CH067,0
TXN00469,4658.19,Houston,2023-12-11 18:17:00,CH068,1
TXN00470,625.01,Houston,2023-06-24 22:44:00,CH069,0
TXN00471,4110.16,Phoenix,2023-06-18 22:38:00,CH070,0
TXN00472,4877.69,Phoenix,2023-03-16 03:04:00,CH071,0
TXN00473,4331.63,New York,2023-10-14 08:35:00,CH072,0
TXN00474,2578.99,New York,2023-11-07 02:55:00,CH073,0
TXN00475,2577.54,Chicago,2023-06-17 11:42:00,CH074,0
TXN00476,38.79,Phoenix,2023-07-21 11:31:00,CH075,0
TXN00477,473.25,Chicago,2023-02-21 04:16:00,CH076,0
TXN00478,1779.39,Los Angeles,2023-07-11 04:22:00,CH077,0
TXN00479,4590.42,Chicago,2023-08-25 09:25:00,CH078,1
TXN00480,3791.68,Phoenix,2023-04-03 15:06:00,CH079,0
TXN00481,482.84,Houston,2023-04-12 20:57:00,CH080,0
TXN00482,4354.29,Chicago,2023-03-07 09:43:00,CH081,0
TXN00483,4525.65,New York,2023-02-26 07:26:00,CH082,0
TXN00484,4389.6,Houston,2023-11-16 16:05:00,CH083,0
TXN00485,2114.07,New York,2023-03-13 23:08:00,CH084,0
TXN00486,1819.76,Houston,2023-05-27 10:14:00,CH085,0
TXN00487,3364.86,Houston,2023-10-27 20:02:00,CH086,0
TXN00488,4740.46,Los Angeles,2023-08-02 05:43:00,CH087,1
TXN00489,3137.51,Chicago,2023-02-27 14:29:00,CH088,0
TXN00490,4775.94,Houston,2023-03-17 06:01:00,CH089,0
TXN00491,622.33,Los Angeles,2023-11-16 03:38:00,CH090,0
TXN00492,104.96,Los Angeles,2023-06-09 20:50:00,CH091,0
TXN00493,2731.05,Chicago,2023-02-27 01:08:00,CH092,0
TXN00494,3494.5,Phoenix,2023-10-02 04:41:00,CH093,0
TXN00495,1244.98,Chicago,2023-04-22 15:03:00,CH094,0
TXN00496,1520.94,Chicago,2023-11-15 12:43:00,CH095,0
TXN00497,2979.76,Chicago,2023-02-28 07:56:00,CH096,0
TXN00498,1908.94,Phoenix,2023-10-23 23:43:00,CH097,0
TXN00499,3297.6,Houston,2023-03-01 11:25:00,CH098,0
TXN00500,1433.48,New York,2023-12-13 22:37:00,CH099,0
TXN00501,4048.55,New York,2023-01-23 04:46:00,CH000,1
TXN00502,1481.1,Houston,2023-05-13 14:57:00,CH001,0
TXN00503,3798.19,Houston,2023-06-01 06:02:00,CH002,0
TXN00504,3090.23,Chicago,2023-03-16 17:02:00,CH003,0
TXN00505,2089.91,New York,2023-02-01 08:53:00,CH004,0
TXN00506,4945.52,Chicago,2023-01-02 20:41:00,CH005,1
TXN00507,470.76,Los Angeles,2023-04-10 21:18:00,CH006,0
TXN00508,4554.22,Chicago,2023-09-01 22:56:00,CH007,0
TXN00509,4786.11,New York,2023-07-22 12:43:00,CH008,1
TXN00510,2681.91,Los Angeles,2023-07-21 11:49:00,CH009,0
TXN00511,3259.77,Los Angeles,2023-04-03 01:08:00,CH010,0
TXN00512,2742.7,Los Angeles,2023-06-07 01:33:00,CH011,0
TXN00513,488.84,Los Angeles,2023-04-14 03:17:00,CH012,0
TXN00514,2880.19,Chicago,2023-04-10 08:33:00,CH013,0
TXN00515,906.52,Houston,2023-03-08 14:36:00,CH014,0
TXN00516,572.97,Chicago,2023-04-18 20:40:00,CH015,0
TXN00517,3537.5,Los Angeles,2023-10-15 23:52:00,CH016,0
TXN00518,3129.57,Los Angeles,2023-09-14 01:44:00,CH017,0
TXN00519,2901.99,Houston,2023-01-01 09:12:00,CH018,0
TXN00520,1131.3,Los Angeles,2023-10-14 09:07:00,CH019,0
TXN00521,1761.97,Houston,2023-04-11 15:17:00,CH020,0
TXN00522,3823.45,Chicago,2023-05-05 13:57:00,CH021,0
TXN00523,667.39,Los Angeles,2023-08-12 10:23:00,CH022,0
TXN00524,2756.19,Los Angeles,2023-04-23 22:45:00,CH023,0
TXN00525,4248.81,New York,2023-04-07 21:20:00,CH024,0
TXN00526,2173.04,New York,2023-01-02 16:35:00,CH025,0
TXN00527,1421.02,Phoenix,2023-12-11 05:30:00,CH026,0
TXN00528,1342.84,Phoenix,2023-06-23 20:52:00,CH027,0
TXN00529,1152.04,New York,2023-01-25 00:15:00,CH028,0
TXN00530,4737.2,Los Angeles,2023-01-26 14:16:00,CH029,1
TXN00531,1473.07,Los Angeles,2023-04-20 18:55:00,CH030,0
TXN00532,1079.47,Phoenix,2023-02-25 08:43:00,CH031,0
TXN00533,3672.53,Chicago,2023-01-21 19:48:00,CH032,0
TXN00534,431.52,Phoenix,2023-06-09 07:11:00,CH033,0
TXN00535,2358.49,Los Angeles,2023-09-26 08:34:00,CH034,0
TXN00536,649.09,Chicago,2023-12-12 18:13:00,CH035,0
TXN00537,2630.66,New York,2023-02-15 06:34:00,CH036,0
TXN00538,3304.45,Los Angeles,2023-03-22 14:01:00,CH037,0
TXN00539,967.37,Houston,2023-02-02 11:39:00,CH038,0
TXN00540,3130.35,Houston,2023-12-07 16:29:00,CH039,0
TXN00541,4425.37,New York,2023-10-09 17:57:00,CH040,0
TXN00542,3015.14,Phoenix,2023-07-19 15:29:00,CH041,0
TXN00543,4635.51,New York,2023-06-12 09:07:00,CH042,0
TXN00544,4437.12,Chicago,2023-08-17 13:55:00,CH043,1
TXN00545,1608.19,Los Angeles,2023-10-01 20:40:00,CH044,0
TXN00546,768.99,Los Angeles,2023-10-12 17:14:00,CH045,0
TXN00547,2757.61,New York,2023-01-14 20:53:00,CH046,0
TXN00548,1729.55,Phoenix,2023-02-27 21:16:00,CH047,0
TXN00549,4638.5,Los Angeles,2023-11-07 07:56:00,CH048,0
TXN00550,1826.15,Chicago,2023-07-19 06:55:00,CH049,0
TXN00551,1341.89,Houston,2023-02-28 04:01:00,CH050,0
TXN00552,666.45,New York,2023-11-26 22:03:00,CH051,0
TXN00553,1598.17,Houston,2023-04-28 22:46:00,CH052,0
TXN00554,1650.48,New York,2023-10-07 21:03:00,CH053,0
TXN00555,1903.04,Phoenix,2023-11-10 14:21:00,CH054,0
TXN00556,1539.16,Houston,2023-01-25 06:43:00,CH055,0
TXN00557,1823.92,Chicago,2023-09-15 19:01:00,CH056,0
TXN00558,813.72,Los Angeles,2023-05-19 19:53:00,CH057,0
TXN00559,2857.57,Phoenix,2023-12-22 03:36:00,CH058,0
TXN00560,3011.12,New York,2023-11-16 07:04:00,CH059,0
TXN00561,2535.81,Phoenix,2023-12-20 04:48:00,CH060,0
TXN00562,2511.95,Phoenix,2023-04-05 13:13:00,CH061,0
TXN00563,1444.08,Chicago,2023-12-22 18:45:00,CH062,0
TXN00564,2835.32,Phoenix,2023-01-01 09:31:00,CH063,0
TXN00565,4337.66,Chicago,2023-03-20 21:52:00,CH064,1
TXN00566,3645.02,Chicago,2023-06-10 20:06:00,CH065,0
TXN00567,2630.26,New York,2023-09-28 14:02:00,CH066,0
TXN00568,981.96,New York,2023-07-17 08:16:00,CH067,0
TXN00569,452.41,Chicago,2023-09-27 05:48:00,CH068,0
TXN00570,2683.14,New York,2023-01-07 01:13:00,CH069,0
TXN00571,923.36,New York,2023-04-11 14:02:00,CH070,0
TXN00572,928.67,Phoenix,2023-05-08 19:56:00,CH071,0
TXN00573,3523.62,Houston,2023-03-01 00:55:00,CH072,0
TXN00574,919.61,New York,2023-12-14 09:22:00,CH073,0
TXN00575,3594.03,Phoenix,2023-06-12 12:16:00,CH074,0
TXN00576,917.51,Chicago,2023-10-23 09:46:00,CH075,0
TXN00577,589.41,Los Angeles,2023-09-09 04:12:00,CH076,0
TXN00578,1524.72,New York,2023-04-17 21:35:00,CH077,0
TXN00579,803.29,New York,2023-08-09 09:41:00,CH078,0
TXN00580,1585.32,Houston,2023-01-22 06:28:00,CH079,0
TXN00581,2288.2,Houston,2023-06-26 19:15:00,CH080,0
TXN00582,2553.11,Chicago,2023-09-16 10:35:00,CH081,0
TXN00583,2736.24,Houston,2023-07-28 20:39:00,CH082,0
TXN00584,2768.71,Phoenix,2023-07-05 21:44:00,CH083,0
TXN00585,2977.53,New York,2023-10-09 02:36:00,CH084,0
TXN00586,3902.52,Los Angeles,2023-10-17 18:06:00,CH085,0
TXN00587,3121.73,Chicago,2023-04-05 14:14:00,CH086,0
TXN00588,3216.41,Houston,2023-04-05 08:10:00,CH087,0
TXN00589,317.47,Houston,2023-12-01 10:53:00,CH088,0
TXN00590,1453.0,Houston,2023-07-04 12:06:00,CH089,0
TXN00591,3344.94,Houston,2023-11-09 11:04:00,CH090,0
TXN00592,2010.09,Phoenix,2023-11-03 17:15:00,CH091,0
TXN00593,2575.71,Chicago,2023-05-09 05:29:00,CH092,0
TXN00594,1521.42,Los Angeles,2023-01-02 13:51:00,CH093,0
TXN00595,2745.43,Phoenix,2023-09-25 02:48:00,CH094,0
TXN00596,1122.7,Chicago,2023-10-15 23:02:00,CH095,0
TXN00597,2979.68,Chicago,2023-12-24 22:55:00,CH096,0
TXN00598,1893.35,Los Angeles,2023-03-06 02:01:00,CH097,0
TXN00599,1410.57,Chicago,2023-05-13 08:45:00,CH098,0
TXN00600,373.55,New York,2023-07-06 23:36:00,CH099,0
TXN00601,3805.15,Phoenix,2023-01-20 11:55:00,CH000,0
TXN00602,4756.81,Phoenix,2023-02-06 04:12:00,CH001,0
TXN00603,970.71,Houston,2023-07-16 00:24:00,CH002,0
TXN00604,1991.39,Los Angeles,2023-11-22 21:01:00,CH003,0
TXN00605,4088.28,Houston,2023-11-20 17:30:00,CH004,1
TXN00606,4453.12,Los Angeles,2023-12-28 14:13:00,CH005,1
TXN00607,942.01,Los Angeles,2023-02-21 17:20:00,CH006,0
TXN00608,2882.18,Phoenix,2023-07-24 07:57:00,CH007,0
TXN00609,1838.47,Phoenix,2023-05-26 14:20:00,CH008,0
TXN00610,2748.16,Phoenix,2023-12-15 03:59:00,CH009,0
TXN00611,2731.46,Chicago,2023-08-16 12:38:00,CH010,0
TXN00612,1626.26,Chicago,2023-06-20 19:44:00,CH011,0
TXN00613,365.03,Houston,2023-04-15 16:26:00,CH012,0
TXN00614,3631.28,Phoenix,2023-06-05 00:19:00,CH013,0
TXN00615,3825.59,Phoenix,2023-07-20 01:09:00,CH014,0
TXN00616,2445.21,Chicago,2023-09-17 17:08:00,CH015,0
TXN00617,4020.77,Los Angeles,2023-06-22 12:04:00,CH016,0
TXN00618,4751.7,Phoenix,2023-07-17 05:57:00,CH017,0
TXN00619,4630.49,New York,2023-10-12 08:04:00,CH018,0
TXN00620,3288.59,Los Angeles,2023-03-21 10:43:00,CH019,0
TXN00621,2656.02,Phoenix,2023-01-08 11:24:00,CH020,0
TXN00622,4684.44,New York,2023-02-01 03:53:00,CH021,1
TXN00623,4781.73,Phoenix,2023-08-06 03:42:00,CH022,0
TXN00624,110.86,New York,2023-05-27 05:54:00,CH023,0
TXN00625,1138.68,New York,2023-07-04 17:50:00,CH024,0
TXN00626,1013.5,New York,2023-08-24 17:29:00,CH025,0
TXN00627,2502.67,Chicago,2023-03-16 02:05:00,CH026,0
TXN00628,4347.4,Phoenix,2023-12-09 07:31:00,CH027,0
TXN00629,4541.72,Houston,2023-10-07 13:54:00,CH028,0
TXN00630,3957.3,Houston,2023-03-22 21:26:00,CH029,0
TXN00631,1596.21,Houston,2023-09-23 21:47:00,CH030,0
TXN00632,2793.12,New York,2023-07-19 13:03:00,CH031,0
TXN00633,2364.95,Chicago,2023-10-04 09:47:00,CH032,0
TXN00634,4634.96,Phoenix,2023-10-23 00:17:00,CH033,1
TXN00635,3981.29,Phoenix,2023-10-26 06:28:00,CH034,0
TXN00636,4078.44,New York,2023-05-08 15:33:00,CH035,0
TXN00637,340.06,Los Angeles,2023-12-21 20:47:00,CH036,0
TXN00638,87.02,Chicago,2023-03-08 14:02:00,CH037,0
TXN00639,362.54,Houston,2023-01-21 06:34:00,CH038,0
TXN00640,1284.5,Houston,2023-01-10 09:11:00,CH039,0
TXN00641,4480.63,Chicago,2023-06-12 17:51:00,CH040,1
TXN00642,4063.9,New York,2023-10-07 18:27:00,CH041,0
TXN00643,1366.11,New York,2023-03-12 12:30:00,CH042,0
TXN00644,603.79,Chicago,2023-07-25 08:56:00,CH043,0
TXN00645,205.9,Houston,2023-04-17 03:12:00,CH044,0
TXN00646,1006.87,Los Angeles,2023-06-27 17:48:00,CH045,0
TXN00647,1991.26,New York,2023-10-14 15:18:00,CH046,0
TXN00648,4887.95,Phoenix,2023-08-20 06:55:00,CH047,0
TXN00649,968.05,Chicago,2023-02-26 22:44:00,CH048,0
TXN00650,2656.06,Chicago,2023-03-05 12:06:00,CH049,0
TXN00651,214.84,Phoenix,2023-07-15 07:19:00,CH050,0
TXN00652,2774.44,Los Angeles,2023-10-19 17:39:00,CH051,0
TXN00653,1497.9,Phoenix,2023-10-11 23:12:00,CH052,0
TXN00654,4512.99,New York,2023-11-12 22:33:00,CH053,1
TXN00655,623.57,New York,2023-12-05 16:05:00,CH054,0
TXN00656,1251.58,Chicago,2023-05-14 17:11:00,CH055,0
TXN00657,3938.91,Chicago,2023-07-04 17:34:00,CH056,0
TXN00658,1672.57,Houston,2023-05-06 17:06:00,CH057,0
TXN00659,1498.98,Los Angeles,2023-10-14 18:47:00,CH058,0
TXN00660,3138.86,Chicago,2023-10-04 15:15:00,CH059,0
TXN00661,4768.41,Phoenix,2023-11-10 14:24:00,CH060,0
TXN00662,1710.86,Los Angeles,2023-12-23 03:14:00,CH061,0
TXN00663,1478.73,Los Angeles,2023-06-03 16:49:00,CH062,0
TXN00664,856.62,New York,2023-09-27 13:06:00,CH063,0
TXN00665,4256.46,Los Angeles,2023-10-05 11:28:00,CH064,1
TXN00666,4775.3,Chicago,2023-07-19 10:31:00,CH065,1
TXN00667,963.47,Houston,2023-02-28 00:44:00,CH066,0
TXN00668,1767.85,Los Angeles,2023-06-27 00:58:00,CH067,0
TXN00669,4795.27,Los Angeles,2023-05-13 03:07:00,CH068,0
TXN00670,690.13,New York,2023-09-26 22:47:00,CH069,0
TXN00671,1299.2,Chicago,2023-01-14 03:42:00,CH070,0
TXN00672,4705.53,New York,2023-12-09 12:35:00,CH071,0
TXN00673,3539.77,Chicago,2023-06-28 07:31:00,CH072,0
TXN00674,3287.05,Los Angeles,2023-12-10 00:38:00,CH073,0
TXN00675,3065.57,Chicago,2023-05-07 13:29:00,CH074,0
TXN00676,954.04,New York,2023-12-21 09:31:00,CH075,0
TXN00677,1779.16,Houston,2023-05-18 14:42:00,CH076,0
TXN00678,2566.23,Los Angeles,2023-07-09 12:16:00,CH077,0
TXN00679,748.44,Houston,2023-03-09 07:51:00,CH078,0
TXN00680,1978.38,Phoenix,2023-11-25 19:32:00,CH079,0
TXN00681,3527.06,Phoenix,2023-01-14 23:57:00,CH080,0
TXN00682,2733.05,New York,2023-06-03 10:41:00,CH081,0
TXN00683,347.49,Chicago,2023-01-10 08:20:00,CH082,0
TXN00684,4058.75,Houston,2023-01-26 11:32:00,CH083,1
TXN00685,2222.09,Phoenix,2023-03-27 15:30:00,CH084,0
TXN00686,1550.78,New York,2023-04-07 02:41:00,CH085,0
TXN00687,1280.97,Chicago,2023-03-20 17:01:00,CH086,0
TXN00688,4175.49,Los Angeles,2023-07-15 09:30:00,CH087,1
TXN00689,3829.94,New York,2023-09-27 06:25:00,CH088,0
TXN00690,4192.56,New York,2023-01-23 04:50:00,CH089,1
TXN00691,1367.52,Chicago,2023-05-14 15:36:00,CH090,0
TXN00692,3442.62,Houston,2023-08-27 11:53:00,CH091,0
TXN00693,4165.56,New York,2023-03-06 02:11:00,CH092,0
TXN00694,829.19,Phoenix,2023-06-10 15:55:00,CH093,0
TXN00695,197.25,Chicago,2023-10-24 18:06:00,CH094,0
TXN00696,3430.09,Houston,2023-10-06 17:56:00,CH095,0
TXN00697,4080.31,Chicago,2023-02-13 05:45:00,CH096,1
TXN00698,2875.49,Los Angeles,2023-06-27 00:59:00,CH097,0
TXN00699,1215.06,Chicago,2023-05-02 11:33:00,CH098,0
TXN00700,3505.5,New York,2023-10-17 19:50:00,CH099,0
TXN00701,265.6,New York,2023-03-23 05:11:00,CH000,0
TXN00702,1844.41,Phoenix,2023-04-11 22:07:00,CH001,0
TXN00703,3376.05,Phoenix,2023-08-03 05:52:00,CH002,0
TXN00704,4880.16,New York,2023-03-23 01:53:00,CH003,1
TXN00705,3373.22,Los Angeles,2023-05-25 11:45:00,CH004,0
TXN00706,3232.17,Los Angeles,2023-01-19 06:19:00,CH005,0
TXN00707,4229.02,Los Angeles,2023-06-04 10:23:00,CH006,0
TXN00708,2302.14,Houston,2023-04-05 06:55:00,CH007,0
TXN00709,3548.43,Los Angeles,2023-01-07 08:28:00,CH008,0
TXN00710,593.18,New York,2023-01-14 17:18:00,CH009,0
TXN00711,1848.35,Phoenix,2023-04-07 11:15:00,CH010,0
TXN00712,3812.55,Los Angeles,2023-06-07 23:21:00,CH011,0
TXN00713,728.75,New York,2023-08-10 04:43:00,CH012,0
TXN00714,2810.55,Chicago,2023-05-20 23:39:00,CH013,0
TXN00715,1282.99,Chicago,2023-06-08 14:14:00,CH014,0
TXN00716,301.54,Phoenix,2023-03-14 15:36:00,CH015,0
TXN00717,1738.18,Houston,2023-11-22 21:07:00,CH016,0
TXN00718,2380.55,Chicago,2023-03-25 01:40:00,CH017,0
TXN00719,4744.29,Phoenix,2023-09-03 05:54:00,CH018,1
TXN00720,2569.02,New York,2023-02-23 02:20:00,CH019,0
TXN00721,3186.98,Chicago,2023-10-26 09:01:00,CH020,0
TXN00722,3472.71,Los Angeles,2023-08-06 17:19:00,CH021,0
TXN00723,4104.08,New York,2023-02-01 07:54:00,CH022,0
TXN00724,939.41,Los Angeles,2023-10-28 02:47:00,CH023,0
TXN00725,3540.82,Chicago,2023-12-07 12:56:00,CH024,0
TXN00726,4060.4,Chicago,2023-07-21 20:15:00,CH025,1
TXN00727,3404.96,New York,2023-07-15 01:55:00,CH026,0
TXN00728,4990.94,Chicago,2023-02-22 08:15:00,CH027,0
TXN00729,3740.38,Houston,2023-07-24 21:32:00,CH028,0
TXN00730,1266.8,Houston,2023-06-09 14:09:00,CH029,0
TXN00731,3630.74,Houston,2023-10-23 04:10:00,CH030,0
TXN00732,401.16,New York,2023-09-23 13:25:00,CH031,0
TXN00733,435.45,Houston,2023-11-09 01:22:00,CH032,0
TXN00734,3040.4,Chicago,2023-05-17 05:38:00,CH033,0
TXN00735,4602.39,Houston,2023-07-25 10:20:00,CH034,1
TXN00736,4616.72,Phoenix,2023-07-11 13:12:00,CH035,0
TXN00737,2635.63,New York,2023-04-10 00:01:00,CH036,0
TXN00738,104.83,Los Angeles,2023-02-05 18:53:00,CH037,0
TXN00739,250.23,New York,2023-11-28 01:24:00,CH038,0
TXN00740,3688.09,Chicago,2023-12-20 03:58:00,CH039,0
TXN00741,3527.51,Houston,2023-01-21 06:53:00,CH040,0
TXN00742,3839.56,Houston,2023-08-01 02:40:00,CH041,0
TXN00743,548.94,Chicago,2023-10-16 12:23:00,CH042,0
TXN00744,431.22,Houston,2023-05-13 02:36:00,CH043,0
TXN00745,53.26,Phoenix,2023-07-09 21:07:00,CH044,0
TXN00746,1175.04,Los Angeles,2023-08-22 20:18:00,CH045,0
TXN00747,3520.49,Chicago,2023-05-19 14:01:00,CH046,0
TXN00748,3641.39,Los Angeles,2023-11-06 03:46:00,CH047,0
TXN00749,612.43,Chicago,2023-08-11 06:23:00,CH048,0
TXN00750,1113.36,Chicago,2023-03-16 08:26:00,CH049,0
TXN00751,1915.45,New York,2023-01-06 22:21:00,CH050,0
TXN00752,3937.12,Los Angeles,2023-09-27 16:50:00,CH051,0
TXN00753,4227.6,Houston,2023-12-10 12:48:00,CH052,0
TXN00754,1023.15,Chicago,2023-06-21 17:27:00,CH053,0
TXN00755,2227.17,Houston,2023-04-15 11:25:00,CH054,0
TXN00756,4664.92,Houston,2023-07-21 13:28:00,CH055,0
TXN00757,1929.18,New York,2023-10-01 09:09:00,CH056,0
TXN00758,379.56,Chicago,2023-05-14 23:47:00,CH057,0
TXN00759,2861.65,Chicago,2023-05-15 12:40:00,CH058,0
TXN00760,919.02,Phoenix,2023-02-14 01:21:00,CH059,0
TXN00761,3246.43,New York,2023-01-03 03:56:00,CH060,0
TXN00762,1385.87,Houston,2023-02-28 18:28:00,CH061,0
TXN00763,4668.11,Chicago,2023-05-20 05:44:00,CH062,0
TXN00764,4846.29,New York,2023-11-10 08:03:00,CH063,0
TXN00765,3258.44,Phoenix,2023-06-18 22:20:00,CH064,0
TXN00766,255.41,Houston,2023-12-23 16:09:00,CH065,0
TXN00767,149.1,Phoenix,2023-09-13 22:26:00,CH066,0
TXN00768,4912.56,Los Angeles,2023-03-20 23:01:00,CH067,0
TXN00769,1829.51,Los Angeles,2023-06-01 00:10:00,CH068,0
TXN00770,1783.88,Houston,2023-04-18 20:58:00,CH069,0
TXN00771,1994.03,New York,2023-08-16 00:20:00,CH070,0
TXN00772,707.19,Phoenix,2023-11-18 03:57:00,CH071,0
TXN00773,2457.86,New York,2023-12-05 23:09:00,CH072,0
TXN00774,2125.72,Houston,2023-03-18 17:20:00,CH073,0
TXN00775,3891.06,Los Angeles,2023-04-27 22:48:00,CH074,0
TXN00776,3038.54,Chicago,2023-10-02 16:32:00,CH075,0
TXN00777,3853.28,Houston,2023-04-24 00:04:00,CH076,0
TXN00778,1350.56,New York,2023-06-27 23:34:00,CH077,0
TXN00779,3163.88,New York,2023-02-22 02:39:00,CH078,0
TXN00780,2650.41,Los Angeles,2023-03-03 16:55:00,CH079,0
TXN00781,1278.38,Los Angeles,2023-05-22 00:43:00,CH080,0
TXN00782,2546.32,New York,2023-10-12 19:17:00,CH081,0
TXN00783,3460.78,New York,2023-01-07 07:13:00,CH082,0
TXN00784,1069.74,Phoenix,2023-10-08 19:11:00,CH083,0
TXN00785,2232.36,Phoenix,2023-04-26 15:52:00,CH084,0
TXN00786,194.49,Los Angeles,2023-01-09 12:46:00,CH085,0
TXN00787,4947.84,Houston,2023-09-22 20:22:00,CH086,1
TXN00788,3203.44,Phoenix,2023-04-02 22:40:00,CH087,0
TXN00789,3608.66,New York,2023-08-05 16:54:00,CH088,0
TXN00790,1484.26,New York,2023-07-28 03:49:00,CH089,0
TXN00791,3731.25,Los Angeles,2023-07-03 13:59:00,CH090,0
TXN00792,2709.35,Phoenix,2023-05-12 11:59:00,CH091,0
TXN00793,611.67,Los Angeles,2023-01-17 10:57:00,CH092,0
TXN00794,1359.64,New York,2023-02-09 19:45:00,CH093,0
TXN00795,1272.45,Los Angeles,2023-06-06 00:28:00,CH094,0
TXN00796,2602.04,Chicago,2023-08-20 23:59:00,CH095,0
TXN00797,1458.14,Phoenix,2023-10-23 11:42:00,CH096,0
TXN00798,3738.28,New York,2023-03-08 07:24:00,CH097,0
TXN00799,3444.88,New York,2023-02-25 18:19:00,CH098,0
TXN00800,3284.72,Los Angeles,2023-07-10 23:07:00,CH099,0
